iter	Passed	Remaining
1690	6002	11745
1691	6005	11741
1692	6009	11738
1693	6012	11733
1694	6015	11730
1695	6019	11726
1696	6022	11722
1697	6026	11718
1698	6029	11714
1699	6032	11710
1700	6035	11706
1701	6039	11703
1702	6043	11699
1703	6046	11696
1704	6049	11691
1705	6053	11687
1706	6057	11685
1707	6061	11682
1708	6064	11678
1709	6067	11674
1710	6071	11672
1711	6075	11668
1712	6078	11663
1713	6082	11661
1714	6086	11657
1715	6090	11655
1716	6093	11651
1717	6097	11647
1718	6100	11643
1719	6103	11639
1720	6107	11636
1721	6110	11632
1722	6113	11627
1723	6116	11623
1724	6120	11620
1725	6124	11616
1726	6127	11613
1727	6130	11609
1728	6134	11606
1729	6139	11604
1730	6143	11601
1731	6146	11597
1732	6149	11593
1733	6153	11590
1734	6157	11587
1735	6160	11582
1736	6164	11579
1737	6167	11575
1738	6171	11572
1739	6174	11567
1740	6177	11563
1741	6180	11559
1742	6184	11555
1743	6188	11553
1744	6191	11549
1745	6194	11545
1746	6198	11541
1747	6202	11538
1748	6205	11534
1749	6209	11531
1750	6212	11527
1751	6216	11523
1752	6220	11521
1753	6223	11517
1754	6226	11512
1755	6229	11509
1756	6233	11505
1757	6237	11503
1758	6240	11498
1759	6243	11494
1760	6247	11490
1761	6250	11486
1762	6254	11482
1763	6257	11478
1764	6260	11475
1765	6263	11470
1766	6267	11468
1767	6271	11464
1768	6274	11460
1769	6277	11456
1770	6281	11452
1771	6284	11449
1772	6288	11444
1773	6291	11440
1774	6294	11436
1775	6298	11432
1776	6301	11429
1777	6304	11425
1778	6308	11421
1779	6311	11417
1780	6315	11414
1781	6319	11411
1782	6322	11407
1783	6325	11402
1784	6328	11398
1785	6332	11395
1786	6335	11391
1787	6338	11387
1788	6342	11383
1789	6345	11379
1790	6349	11376
1791	6352	11372
1792	6355	11368
1793	6359	11364
1794	6362	11359
1795	6366	11357
1796	6369	11353
1797	6373	11349
1798	6376	11346
1799	6380	11343
1800	6384	11340
1801	6391	11342
1802	6394	11339
1803	6399	11336
1804	6402	11332
1805	6405	11328
1806	6408	11324
1807	6413	11322
1808	6416	11318
1809	6420	11314
1810	6423	11311
1811	6426	11306
1812	6430	11304
1813	6434	11300
1814	6437	11296
1815	6440	11292
1816	6443	11288
1817	6447	11285
1818	6451	11281
1819	6454	11277
1820	6457	11273
1821	6461	11269
1822	6464	11265
1823	6467	11262
1824	6471	11258
1825	6474	11254
1826	6478	11251
1827	6483	11251
1828	6488	11249
1829	6493	11248
1830	6498	11247
1831	6502	11244
1832	6506	11241
1833	6510	11238
1834	6515	11237
1835	6518	11233
1836	6523	11232
1837	6528	11230
1838	6533	11230
1839	6537	11227
1840	6540	11223
1841	6544	11220
1842	6548	11217
1843	6553	11216
1844	6561	11219
1845	6565	11217
1846	6572	11219
1847	6577	11218
1848	6581	11215
1849	6585	11213
1850	6589	11210
1851	6596	11212
1852	6600	11210
1853	6605	11208
1854	6610	11207
1855	6613	11203
1856	6618	11201
1857	6621	11197
1858	6626	11195
1859	6631	11194
1860	6635	11191
1861	6639	11188
1862	6642	11184
1863	6646	11181
1864	6649	11178
1865	6653	11174
1866	6656	11170
1867	6660	11167
1868	6664	11164
1869	6668	11161
1870	6673	11160
1871	6680	11162
1872	6685	11161
1873	6689	11158
1874	6694	11156
1875	6700	11158
1876	6706	11158
1877	6713	11160
1878	6716	11156
1879	6722	11157
1880	6728	11157
1881	6732	11154
1882	6737	11153
1883	6743	11152
1884	6748	11151
1885	6751	11148
1886	6758	11149
1887	6762	11147
1888	6768	11146
1889	6774	11147
1890	6780	11148
1891	6784	11144
1892	6789	11144
1893	6795	11144
1894	6802	11146
1895	6808	11146
1896	6813	11145
1897	6817	11142
1898	6825	11145
1899	6829	11143
1900	6834	11141
1901	6840	11141
1902	6843	11137
1903	6851	11140
1904	6857	11141
1905	6860	11137
1906	6866	11136
1907	6872	11137
1908	6876	11134
1909	6881	11133
1910	6888	11134
1911	6893	11132
1912	6900	11134
1913	6907	11137
1914	6912	11135
1915	6917	11133
1916	6923	11133
1917	6926	11130
1918	6930	11126
1919	6936	11126
1920	6939	11122
1921	6943	11119
1922	6946	11115
1923	6950	11111
1924	6954	11108
1925	6959	11108
1926	6963	11104
1927	6968	11102
1928	6972	11099
1929	6975	11096
1930	6978	11091
1931	6982	11088
1932	6987	11086
1933	6992	11085
1934	6997	11084
1935	7003	11083
1936	7009	11084
1937	7014	11083
1938	7021	11084
1939	7026	11083
1940	7030	11079
1941	7035	11079
1942	7042	11080
1943	7046	11077
1944	7051	11075
1945	7054	11071
1946	7058	11068
1947	7063	11066
1948	7067	11063
1949	7070	11059
1950	7074	11055
1951	7078	11052
1952	7081	11047
1953	7087	11047
1954	7092	11047
1955	7097	11045
1956	7102	11043
1957	7107	11042
1958	7112	11040
1959	7116	11038
1960	7120	11035
1961	7125	11033
1962	7129	11030
1963	7134	11028
1964	7137	11024
1965	7141	11020
1966	7146	11019
1967	7151	11017
1968	7157	11018
1969	7161	11015
1970	7166	11012
1971	7169	11009
1972	7173	11005
1973	7176	11001
1974	7181	11000
1975	7185	10996
1976	7189	10993
1977	7195	10994
1978	7200	10992
1979	7204	10988
1980	7207	10984
1981	7211	10981
1982	7216	10979
1983	7220	10977
1984	7227	10977
1985	7231	10975
1986	7237	10975
1987	7243	10974
1988	7249	10974
1989	7255	10974
1990	7262	10975
1991	7266	10973
1992	7270	10970
1993	7275	10968
1994	7282	10969
1995	7287	10967
1996	7290	10963
1997	7298	10966
1998	7303	10964
1999	7310	10965
2000	7318	10968
2001	7327	10972
2002	7331	10969
2003	7334	10964
2004	7338	10961
2005	7341	10957
2006	7347	10956
2007	7350	10952
2008	7354	10948
2009	7357	10944
2010	7363	10944
2011	7366	10940
2012	7372	10939
2013	7377	10937
2014	7381	10935
2015	7385	10931
2016	7388	10927
2017	7394	10926
2018	7398	10923
2019	7401	10919
2020	7405	10915
2021	7409	10913
2022	7413	10910
2023	7417	10905
2024	7420	10901
2025	7423	10897
2026	7428	10896
2027	7432	10892
2028	7435	10887
2029	7438	10883
2030	7443	10880
2031	7447	10877
2032	7450	10873
2033	7453	10869
2034	7457	10865
2035	7460	10861
2036	7464	10857
2037	7467	10853
2038	7470	10849
2039	7475	10846
2040	7478	10842
2041	7482	10838
2042	7485	10834
2043	7488	10830
2044	7493	10827
2045	7496	10823
2046	7500	10819
2047	7503	10816
2048	7509	10814
2049	7512	10810
2050	7516	10806
2051	7519	10802
2052	7523	10800
2053	7527	10796
2054	7530	10792
2055	7533	10787
2056	7537	10784
2057	7542	10782
2058	7546	10778
2059	7549	10774
2060	7553	10771
2061	7557	10768
2062	7561	10765
2063	7565	10761
2064	7568	10757
2065	7573	10755
2066	7577	10751
2067	7580	10747
2068	7583	10743
2069	7587	10739
2070	7591	10736
2071	7594	10732
2072	7598	10728
2073	7601	10724
2074	7606	10721
2075	7611	10720
2076	7614	10716
2077	7618	10712
2078	7623	10710
2079	7626	10706
2080	7629	10701
2081	7632	10697
2082	7639	10698
2083	7643	10695
2084	7647	10691
2085	7650	10687
2086	7654	10684
2087	7658	10680
2088	7661	10676
2089	7664	10672
2090	7669	10669
2091	7672	10665
2092	7675	10661
2093	7679	10657
2094	7682	10653
2095	7686	10649
2096	7689	10645
2097	7692	10640
2098	7695	10636
2099	7698	10631
2100	7702	10628
2101	7706	10624
2102	7709	10620
2103	7712	10615
2104	7715	10611
2105	7719	10607
2106	7722	10602
2107	7725	10599
2108	7728	10594
2109	7732	10591
2110	7736	10587
2111	7739	10583
2112	7743	10579
2113	7746	10574
2114	7750	10572
2115	7754	10568
2116	7757	10564
2117	7760	10560
2118	7763	10555
2119	7768	10552
2120	7771	10548
2121	7774	10544
2122	7778	10541
2123	7782	10537
2124	7786	10534
2125	7789	10530
2126	7793	10526
2127	7796	10522
2128	7799	10518
2129	7803	10514
2130	7806	10509
2131	7809	10505
2132	7812	10501
2133	7816	10498
2134	7820	10494
2135	7823	10490
2136	7826	10485
2137	7830	10482
2138	7834	10478
2139	7837	10474
2140	7841	10470
2141	7844	10466
2142	7847	10462
2143	7851	10458
2144	7854	10454
2145	7857	10450
2146	7861	10446
2147	7864	10442
2148	7868	10438
2149	7871	10434
2150	7874	10430
2151	7878	10426
2152	7882	10423
2153	7885	10419
2154	7889	10414
2155	7892	10410
2156	7895	10406
2157	7899	10402
2158	7902	10398
2159	7905	10394
2160	7909	10391
2161	7913	10388
2162	7917	10384
2163	7920	10380
2164	7924	10376
2165	7928	10373
2166	7932	10369
2167	7935	10365
2168	7938	10361
2169	7941	10357
2170	7945	10353
2171	7948	10349
2172	7952	10345
2173	7955	10341
2174	7958	10336
2175	7962	10333
2176	7965	10329
2177	7968	10324
2178	7971	10320
2179	7975	10316
2180	7979	10313
2181	7982	10309
2182	7985	10305
2183	7989	10301
2184	7993	10298
2185	7996	10294
2186	8000	10289
2187	8003	10285
2188	8006	10281
2189	8010	10277
2190	8013	10273
2191	8016	10269
2192	8019	10264
2193	8022	10260
2194	8027	10258
2195	8030	10253
2196	8033	10249
2197	8036	10245
2198	8040	10241
2199	8043	10237
2200	8047	10233
2201	8050	10229
2202	8053	10225
2203	8056	10220
2204	8060	10217
2205	8063	10213
2206	8067	10209
2207	8070	10204
2208	8074	10202
2209	8078	10198
2210	8081	10193
2211	8084	10190
2212	8088	10185
2213	8091	10182
2214	8095	10178
2215	8099	10175
2216	8102	10171
2217	8105	10166
2218	8109	10163
2219	8112	10159
2220	8116	10155
2221	8119	10150
2222	8123	10147
2223	8126	10143
2224	8130	10139
2225	8133	10135
2226	8136	10131
2227	8141	10128
2228	8144	10124
2229	8147	10120
2230	8152	10118
2231	8157	10115
2232	8160	10111
2233	8163	10108
2234	8167	10103
2235	8170	10100
2236	8174	10096
2237	8178	10092
2238	8181	10088
2239	8184	10084
2240	8188	10081
2241	8192	10077
2242	8195	10073
2243	8198	10069
2244	8202	10065
2245	8206	10062
2246	8209	10057
2247	8212	10053
2248	8215	10049
2249	8219	10045
2250	8222	10042
2251	8226	10038
2252	8229	10034
2253	8232	10030
2254	8236	10026
2255	8240	10022
2256	8243	10018
2257	8246	10014
2258	8250	10011
2259	8254	10007
2260	8257	10003
2261	8261	9999
2262	8264	9995
2263	8267	9991
2264	8271	9988
2265	8274	9983
2266	8278	9979
2267	8281	9976
2268	8285	9972
2269	8288	9968
2270	8292	9964
2271	8296	9961
2272	8299	9957
2273	8304	9955
2274	8308	9951
2275	8312	9948
2276	8315	9944
2277	8319	9941
2278	8322	9937
2279	8326	9932
2280	8329	9928
2281	8333	9925
2282	8336	9921
2283	8339	9916
2284	8343	9913
2285	8346	9909
2286	8351	9907
2287	8354	9902
2288	8357	9898
2289	8361	9894
2290	8364	9891
2291	8369	9888
2292	8373	9885
2293	8378	9883
2294	8382	9879
2295	8386	9876
2296	8389	9872
2297	8392	9867
2298	8395	9863
2299	8400	9861
2300	8403	9856
2301	8406	9853
2302	8410	9849
2303	8414	9846
2304	8418	9842
2305	8421	9838
2306	8424	9834
2307	8427	9830
2308	8432	9827
2309	8435	9823
2310	8439	9819
2311	8442	9815
2312	8445	9811
2313	8450	9808
2314	8453	9804
2315	8456	9800
2316	8460	9796
2317	8465	9795
2318	8469	9791
2319	8472	9787
2320	8475	9783
2321	8479	9779
2322	8483	9775
2323	8486	9771
2324	8489	9767
2325	8492	9763
2326	8497	9760
2327	8500	9756
2328	8503	9752
2329	8506	9748
2330	8510	9744
2331	8514	9741
2332	8518	9737
2333	8521	9733
2334	8524	9729
2335	8529	9727
2336	8532	9723
2337	8536	9719
2338	8539	9715
2339	8543	9711
2340	8547	9708
2341	8550	9704
2342	8553	9699
2343	8556	9695
2344	8561	9693
2345	8564	9689
2346	8568	9685
2347	8571	9681
2348	8575	9677
2349	8579	9675
2350	8583	9671
2351	8588	9669
2352	8593	9667
2353	8596	9663
2354	8600	9659
2355	8603	9655
2356	8607	9651
2357	8611	9648
2358	8614	9644
2359	8618	9640
2360	8621	9636
2361	8624	9632
2362	8628	9628
2363	8631	9624
2364	8634	9620
2365	8638	9616
2366	8642	9613
2367	8645	9609
2368	8648	9605
2369	8651	9601
2370	8655	9596
2371	8658	9593
2372	8661	9588
2373	8665	9585
2374	8669	9581
2375	8672	9577
2376	8677	9575
2377	8680	9571
2378	8683	9567
2379	8687	9563
2380	8692	9561
2381	8696	9557
2382	8699	9553
2383	8702	9549
2384	8706	9546
2385	8710	9542
2386	8713	9538
2387	8716	9534
2388	8720	9530
2389	8724	9527
2390	8727	9523
2391	8730	9519
2392	8734	9515
2393	8737	9511
2394	8741	9508
2395	8745	9504
2396	8748	9500
2397	8752	9496
2398	8755	9493
2399	8759	9489
2400	8762	9484
2401	8765	9480
2402	8768	9476
2403	8772	9473
2404	8776	9469
2405	8779	9465
2406	8782	9461
2407	8786	9457
2408	8790	9454
2409	8793	9450
2410	8797	9446
2411	8800	9442
2412	8803	9438
2413	8807	9435
2414	8810	9430
2415	8813	9426
2416	8816	9422
2417	8820	9418
2418	8825	9416
2419	8828	9412
2420	8832	9408
2421	8835	9404
2422	8839	9400
2423	8842	9396
2424	8845	9392
2425	8848	9388
2426	8851	9384
2427	8855	9380
2428	8858	9376
2429	8861	9372
2430	8864	9368
2431	8868	9364
2432	8872	9360
2433	8875	9356
2434	8878	9352
2435	8881	9348
2436	8886	9345
2437	8889	9341
2438	8893	9338
2439	8896	9334
2440	8900	9330
2441	8903	9326
2442	8906	9322
2443	8910	9318
2444	8913	9314
2445	8916	9310
2446	8920	9307
2447	8925	9304
2448	8928	9300
2449	8932	9296
2450	8935	9292
2451	8939	9289
2452	8942	9285
2453	8945	9281
2454	8949	9277
2455	8952	9273
2456	8955	9269
2457	8959	9265
2458	8962	9261
2459	8966	9257
2460	8969	9254
2461	8973	9250
2462	8976	9246
2463	8979	9242
2464	8983	9238
2465	8986	9234
2466	8989	9230
2467	8993	9226
2468	8996	9222
2469	9000	9219
2470	9003	9215
2471	9007	9211
2472	9010	9207
2473	9013	9202
2474	9016	9198
2475	9019	9194
2476	9023	9190
2477	9026	9186
2478	9029	9182
2479	9034	9179
2480	9037	9175
2481	9040	9171
2482	9043	9167
2483	9047	9164
2484	9050	9159
2485	9053	9155
2486	9057	9151
2487	9060	9147
2488	9063	9143
2489	9067	9139
2490	9070	9136
2491	9073	9131
2492	9076	9127
2493	9080	9123
2494	9084	9120
2495	9087	9116
2496	9090	9112
2497	9094	9108
2498	9097	9105
2499	9100	9100
2500	9104	9097
2501	9107	9092
2502	9110	9088
2503	9114	9085
2504	9118	9082
2505	9122	9078
2506	9125	9074
2507	9128	9070
2508	9132	9066
2509	9135	9063
2510	9139	9059
2511	9143	9055
2512	9146	9051
2513	9150	9048
2514	9153	9044
2515	9157	9040
2516	9161	9037
2517	9164	9033
2518	9168	9029
2519	9171	9025
2520	9174	9021
2521	9178	9018
2522	9181	9014
2523	9185	9010
2524	9189	9007
2525	9192	9003
2526	9196	9000
2527	9200	8996
2528	9203	8992
2529	9207	8989
2530	9212	8986
2531	9216	8983
2532	9219	8979
2533	9222	8975
2534	9227	8973
2535	9231	8969
2536	9234	8965
2537	9238	8961
2538	9243	8959
2539	9246	8955
2540	9250	8951
2541	9253	8948
2542	9258	8945
2543	9261	8941
2544	9265	8937
2545	9268	8933
2546	9272	8929
2547	9276	8927
2548	9280	8923
2549	9285	8920
2550	9288	8917
2551	9295	8916
2552	9301	8915
2553	9306	8912
2554	9311	8910
2555	9317	8908
2556	9320	8905
2557	9326	8903
2558	9330	8900
2559	9336	8898
2560	9342	8897
2561	9347	8895
2562	9351	8891
2563	9355	8888
2564	9361	8887
2565	9366	8884
2566	9372	8883
2567	9376	8879
2568	9381	8877
2569	9384	8873
2570	9390	8871
2571	9396	8870
2572	9400	8866
2573	9403	8862
2574	9408	8860
2575	9414	8858
2576	9417	8854
2577	9422	8852
2578	9427	8849
2579	9431	8846
2580	9434	8842
2581	9441	8841
2582	9445	8838
2583	9448	8834
2584	9451	8830
2585	9456	8827
2586	9461	8824
2587	9464	8821
2588	9468	8817
2589	9472	8814
2590	9478	8812
2591	9481	8808
2592	9486	8805
2593	9489	8802
2594	9493	8798
2595	9497	8795
2596	9501	8791
2597	9507	8790
2598	9511	8787
2599	9515	8783
2600	9519	8780
2601	9526	8779
2602	9529	8775
2603	9533	8772
2604	9538	8769
2605	9541	8765
2606	9544	8761
2607	9548	8757
2608	9553	8755
2609	9557	8751
2610	9560	8747
2611	9563	8743
2612	9567	8740
2613	9571	8736
2614	9575	8733
2615	9578	8728
2616	9582	8725
2617	9586	8721
2618	9589	8717
2619	9592	8714
2620	9596	8710
2621	9600	8706
2622	9604	8703
2623	9607	8699
2624	9610	8695
2625	9614	8692
2626	9618	8688
2627	9621	8684
2628	9624	8680
2629	9628	8676
2630	9633	8673
2631	9636	8670
2632	9640	8666
2633	9643	8662
2634	9647	8658
2635	9651	8655
2636	9654	8651
2637	9658	8647
2638	9661	8644
2639	9666	8640
2640	9669	8636
2641	9672	8632
2642	9675	8628
2643	9679	8625
2644	9683	8622
2645	9686	8617
2646	9690	8613
2647	9693	8609
2648	9697	8606
2649	9700	8602
2650	9703	8598
2651	9707	8594
2652	9710	8590
2653	9716	8588
2654	9720	8585
2655	9723	8581
2656	9727	8578
2657	9732	8575
2658	9735	8571
2659	9739	8567
2660	9742	8563
2661	9747	8560
2662	9751	8557
2663	9755	8553
2664	9758	8550
2665	9764	8548
2666	9768	8545
2667	9772	8541
2668	9775	8537
2669	9782	8536
2670	9787	8534
2671	9791	8530
2672	9796	8528
2673	9801	8525
2674	9805	8522
2675	9808	8518
2676	9814	8516
2677	9819	8513
2678	9822	8510
2679	9826	8506
2680	9832	8504
2681	9836	8501
2682	9839	8497
2683	9843	8493
2684	9848	8490
2685	9852	8488
2686	9856	8484
2687	9860	8481
2688	9864	8477
2689	9868	8474
2690	9872	8470
2691	9875	8466
2692	9879	8463
2693	9884	8461
2694	9888	8457
2695	9893	8454
2696	9899	8453
2697	9903	8449
2698	9907	8446
2699	9913	8444
2700	9917	8441
2701	9920	8437
2702	9925	8434
2703	9928	8430
2704	9932	8426
2705	9935	8422
2706	9938	8418
2707	9943	8416
2708	9946	8411
2709	9950	8407
2710	9953	8404
2711	9958	8401
2712	9962	8397
2713	9965	8393
2714	9968	8389
2715	9972	8386
2716	9975	8382
2717	9979	8378
2718	9982	8374
2719	9985	8370
2720	9989	8366
2721	9993	8362
2722	9996	8359
2723	10000	8356
2724	10004	8352
2725	10008	8349
2726	10012	8345
2727	10015	8341
2728	10019	8337
2729	10022	8333
2730	10026	8330
2731	10029	8326
2732	10033	8322
2733	10036	8318
2734	10040	8315
2735	10044	8311
2736	10047	8307
2737	10050	8303
2738	10054	8300
2739	10058	8296
2740	10061	8292
2741	10065	8289
2742	10069	8285
2743	10074	8282
2744	10078	8279
2745	10081	8275
2746	10084	8271
2747	10089	8268
2748	10092	8264
2749	10096	8260
2750	10100	8257
2751	10104	8254
2752	10108	8250
2753	10112	8246
2754	10115	8242
2755	10119	8239
2756	10124	8236
2757	10127	8233
2758	10131	8229
2759	10135	8226
2760	10140	8223
2761	10144	8219
2762	10148	8216
2763	10153	8213
2764	10156	8209
2765	10160	8206
2766	10164	8202
2767	10169	8199
2768	10176	8199
2769	10181	8196
2770	10186	8193
2771	10191	8191
2772	10195	8188
2773	10200	8185
2774	10205	8183
2775	10210	8180
2776	10214	8177
2777	10221	8175
2778	10227	8173
2779	10230	8169
2780	10236	8168
2781	10242	8166
2782	10246	8162
2783	10251	8160
2784	10255	8156
2785	10261	8154
2786	10265	8151
2787	10270	8148
2788	10276	8146
2789	10279	8142
2790	10285	8140
2791	10292	8139
2792	10297	8136
2793	10303	8135
2794	10307	8131
2795	10310	8127
2796	10313	8123
2797	10317	8119
2798	10322	8116
2799	10325	8112
2800	10328	8108
2801	10333	8106
2802	10338	8103
2803	10342	8099
2804	10345	8095
2805	10351	8093
2806	10355	8090
2807	10362	8088
2808	10368	8087
2809	10372	8083
2810	10375	8079
2811	10379	8076
2812	10383	8072
2813	10387	8069
2814	10390	8065
2815	10393	8060
2816	10397	8057
2817	10400	8053
2818	10404	8049
2819	10407	8045
2820	10411	8041
2821	10415	8038
2822	10418	8034
2823	10421	8030
2824	10425	8026
2825	10429	8023
2826	10433	8019
2827	10436	8015
2828	10440	8012
2829	10444	8008
2830	10448	8005
2831	10451	8001
2832	10454	7996
2833	10458	7993
2834	10463	7990
2835	10467	7987
2836	10471	7983
2837	10475	7980
2838	10480	7977
2839	10483	7973
2840	10486	7969
2841	10490	7966
2842	10496	7963
2843	10499	7959
2844	10502	7955
2845	10506	7951
2846	10510	7948
2847	10513	7944
2848	10517	7940
2849	10520	7936
2850	10523	7932
2851	10528	7929
2852	10532	7925
2853	10536	7922
2854	10539	7918
2855	10543	7915
2856	10547	7911
2857	10550	7907
2858	10553	7903
2859	10557	7899
2860	10561	7896
2861	10565	7892
2862	10569	7888
2863	10572	7885
2864	10577	7882
2865	10581	7879
2866	10587	7876
2867	10590	7873
2868	10596	7871
2869	10600	7867
2870	10604	7863
2871	10608	7860
2872	10612	7856
2873	10615	7852
2874	10619	7848
2875	10623	7845
2876	10628	7843
2877	10631	7839
2878	10635	7835
2879	10638	7831
2880	10642	7827
2881	10645	7823
2882	10649	7819
2883	10652	7815
2884	10657	7812
2885	10660	7809
2886	10664	7805
2887	10667	7801
2888	10671	7797
2889	10676	7795
2890	10680	7791
2891	10684	7787
2892	10688	7784
2893	10692	7780
2894	10695	7776
2895	10699	7773
2896	10702	7769
2897	10707	7766
2898	10710	7762
2899	10714	7758
2900	10717	7754
2901	10721	7751
2902	10724	7747
2903	10728	7743
2904	10731	7739
2905	10735	7735
2906	10740	7733
2907	10743	7729
2908	10747	7725
2909	10750	7721
2910	10754	7717
2911	10757	7713
2912	10761	7709
2913	10764	7705
2914	10768	7702
2915	10773	7699
2916	10776	7695
2917	10780	7691
2918	10783	7687
2919	10788	7685
2920	10791	7680
2921	10795	7677
2922	10798	7673
2923	10802	7669
2924	10805	7665
2925	10808	7661
2926	10812	7657
2927	10815	7653
2928	10819	7649
2929	10822	7646
2930	10826	7642
2931	10829	7638
2932	10833	7634
2933	10836	7630
2934	10840	7626
2935	10843	7622
2936	10847	7619
2937	10850	7615
2938	10853	7611
2939	10857	7607
2940	10860	7603
2941	10863	7599
2942	10867	7595
2943	10871	7592
2944	10874	7588
2945	10877	7584
2946	10881	7580
2947	10884	7576
2948	10887	7572
2949	10891	7568
2950	10894	7564
2951	10898	7560
2952	10901	7556
2953	10904	7552
2954	10908	7548
2955	10913	7546
2956	10916	7542
2957	10919	7538
2958	10922	7533
2959	10925	7529
2960	10930	7526
2961	10933	7522
2962	10937	7518
2963	10940	7515
2964	10944	7511
2965	10947	7507
2966	10950	7503
2967	10954	7499
2968	10957	7495
2969	10962	7492
2970	10965	7488
2971	10968	7484
2972	10972	7480
2973	10976	7477
2974	10980	7473
2975	10983	7469
2976	10986	7466
2977	10990	7462
2978	10994	7458
2979	10998	7455
2980	11001	7451
2981	11004	7447
2982	11009	7443
2983	11012	7440
2984	11016	7436
2985	11019	7432
2986	11023	7428
2987	11027	7425
2988	11030	7421
2989	11034	7417
2990	11037	7413
2991	11040	7409
2992	11044	7406
2993	11048	7402
2994	11051	7398
2995	11054	7394
2996	11058	7391
2997	11062	7387
2998	11066	7383
2999	11069	7379
3000	11073	7375
3001	11076	7372
3002	11080	7368
3003	11083	7364
3004	11086	7360
3005	11090	7356
3006	11093	7352
3007	11097	7348
3008	11100	7345
3009	11104	7341
3010	11107	7337
3011	11111	7333
3012	11114	7329
3013	11117	7325
3014	11120	7321
3015	11124	7318
3016	11128	7314
3017	11132	7310
3018	11135	7306
3019	11139	7303
3020	11142	7299
3021	11146	7295
3022	11149	7291
3023	11152	7287
3024	11156	7284
3025	11159	7279
3026	11163	7276
3027	11166	7272
3028	11171	7269
3029	11174	7265
3030	11178	7261
3031	11181	7257
3032	11184	7253
3033	11189	7250
3034	11192	7246
3035	11195	7242
3036	11199	7238
3037	11202	7235
3038	11206	7231
3039	11209	7226
3040	11212	7222
3041	11215	7218
3042	11219	7215
3043	11222	7211
3044	11225	7207
3045	11229	7203
3046	11232	7199
3047	11237	7196
3048	11240	7192
3049	11243	7188
3050	11247	7184
3051	11251	7181
3052	11255	7177
3053	11258	7173
3054	11263	7171
3055	11267	7167
3056	11271	7163
3057	11274	7159
3058	11277	7156
3059	11281	7152
3060	11285	7148
3061	11288	7144
3062	11291	7140
3063	11294	7136
3064	11298	7132
3065	11302	7129
3066	11305	7125
3067	11309	7121
3068	11312	7117
3069	11315	7113
3070	11319	7109
3071	11322	7106
3072	11325	7102
3073	11328	7097
3074	11332	7094
3075	11336	7090
3076	11339	7086
3077	11344	7083
3078	11348	7080
3079	11352	7076
3080	11355	7072
3081	11359	7069
3082	11362	7065
3083	11366	7061
3084	11370	7057
3085	11373	7053
3086	11376	7049
3087	11379	7045
3088	11383	7042
3089	11386	7038
3090	11390	7034
3091	11393	7030
3092	11396	7026
3093	11400	7023
3094	11403	7019
3095	11407	7015
3096	11410	7011
3097	11414	7007
3098	11417	7003
3099	11420	6999
3100	11423	6995
3101	11427	6991
3102	11431	6988
3103	11434	6984
3104	11437	6980
3105	11440	6976
3106	11444	6972
3107	11447	6968
3108	11450	6964
3109	11454	6960
3110	11457	6956
3111	11460	6953
3112	11464	6949
3113	11467	6945
3114	11470	6941
3115	11474	6937
3116	11477	6933
3117	11480	6929
3118	11484	6925
3119	11487	6922
3120	11491	6918
3121	11495	6914
3122	11499	6911
3123	11503	6907
3124	11507	6904
3125	11510	6900
3126	11514	6896
3127	11517	6892
3128	11521	6889
3129	11524	6885
3130	11527	6881
3131	11531	6877
3132	11534	6873
3133	11537	6869
3134	11540	6865
3135	11544	6862
3136	11548	6858
3137	11551	6854
3138	11554	6850
3139	11558	6846
3140	11561	6842
3141	11564	6838
3142	11567	6834
3143	11570	6830
3144	11574	6826
3145	11577	6823
3146	11581	6819
3147	11584	6815
3148	11587	6811
3149	11591	6807
3150	11595	6803
3151	11598	6800
3152	11601	6796
3153	11604	6792
3154	11608	6788
3155	11612	6784
3156	11615	6780
3157	11618	6776
3158	11621	6772
3159	11626	6769
3160	11629	6765
3161	11632	6761
3162	11635	6757
3163	11638	6753
3164	11642	6749
3165	11645	6746
3166	11648	6742
3167	11652	6738
3168	11656	6734
3169	11659	6731
3170	11662	6727
3171	11666	6723
3172	11669	6719
3173	11672	6715
3174	11676	6711
3175	11680	6708
3176	11683	6704
3177	11686	6700
3178	11690	6696
3179	11694	6692
3180	11697	6688
3181	11700	6685
3182	11704	6681
3183	11707	6677
3184	11710	6673
3185	11713	6669
3186	11717	6665
3187	11720	6661
3188	11725	6658
3189	11728	6654
3190	11732	6651
3191	11735	6647
3192	11738	6643
3193	11742	6639
3194	11745	6635
3195	11748	6631
3196	11751	6627
3197	11754	6623
3198	11758	6619
3199	11761	6616
3200	11765	6612
3201	11768	6608
3202	11771	6604
3203	11775	6600
3204	11778	6596
3205	11781	6592
3206	11785	6588
3207	11788	6585
3208	11791	6581
3209	11795	6577
3210	11798	6573
3211	11802	6569
3212	11805	6566
3213	11809	6562
3214	11812	6558
3215	11816	6554
3216	11820	6551
3217	11823	6547
3218	11826	6543
3219	11830	6539
3220	11833	6535
3221	11837	6532
3222	11841	6528
3223	11844	6524
3224	11847	6520
3225	11850	6516
3226	11854	6513
3227	11857	6509
3228	11860	6505
3229	11864	6501
3230	11868	6497
3231	11871	6494
3232	11875	6490
3233	11878	6486
3234	11881	6482
3235	11885	6478
3236	11888	6474
3237	11891	6470
3238	11894	6466
3239	11897	6463
3240	11901	6459
3241	11904	6455
3242	11907	6451
3243	11911	6447
